# {"script": "test0c_build_canonical.py v2.0", "ucdp_weights": {"2": 1.0, "3": 0.4, "4": 0.7}, "level_W": {"scale": 0.449, "D2_ratio": 1.348, "D2_pass": true, "D3_jump_sd": 1.077, "D3_pass": false}, "level_P": {"scale": 0.71, "D2_ratio": 1.265, "D2_pass": true, "D3_jump_sd": 0.231, "D3_pass": true}}
variant,year,source,value,value_ma11c,value_ma11t
A_COW_P,1869,COW,7.200000000000001,10.663636363636364,12.345454545454544
A_COW_P,1870,COW,13.700000000000001,9.47272727272727,12.5
A_COW_P,1871,COW,8.1,8.863636363636363,11.9
A_COW_P,1872,COW,5.3,7.154545454545455,11.700000000000001
A_COW_P,1873,COW,4.8,7.00909090909091,11.381818181818181
A_COW_P,1874,COW,4.4,6.845454545454545,10.663636363636364
A_COW_P,1875,COW,3.5999999999999996,6.754545454545454,9.47272727272727
A_COW_P,1876,COW,7.9,6.2,8.863636363636363
A_COW_P,1877,COW,6.0,6.209090909090909,7.154545454545455
A_COW_P,1878,COW,7.699999999999999,6.363636363636363,7.00909090909091
A_COW_P,1879,COW,6.6,6.545454545454546,6.845454545454545
A_COW_P,1880,COW,6.2,7.036363636363637,6.754545454545454
A_COW_P,1881,COW,7.6,6.909090909090909,6.2
A_COW_P,1882,COW,8.2,6.390909090909091,6.209090909090909
A_COW_P,1883,COW,7.0,6.081818181818182,6.363636363636363
A_COW_P,1884,COW,6.8,5.554545454545454,6.545454545454546
A_COW_P,1885,COW,9.8,5.190909090909091,7.036363636363637
A_COW_P,1886,COW,2.2,4.836363636363636,6.909090909090909
A_COW_P,1887,COW,2.2,4.381818181818182,6.390909090909091
A_COW_P,1888,COW,2.6,4.1000000000000005,6.081818181818182
A_COW_P,1889,COW,1.9000000000000001,4.209090909090909,5.554545454545454
A_COW_P,1890,COW,2.5999999999999996,4.372727272727273,5.190909090909091
A_COW_P,1891,COW,2.3000000000000003,4.0181818181818185,4.836363636363636
A_COW_P,1892,COW,2.5999999999999996,4.390909090909091,4.381818181818182
A_COW_P,1893,COW,5.1,4.763636363636364,4.1000000000000005
A_COW_P,1894,COW,8.2,4.963636363636364,4.209090909090909
A_COW_P,1895,COW,8.6,5.881818181818182,4.372727272727273
A_COW_P,1896,COW,5.9,6.009090909090909,4.0181818181818185
A_COW_P,1897,COW,6.3,6.327272727272727,4.390909090909091
A_COW_P,1898,COW,6.3,6.518181818181817,4.763636363636364
A_COW_P,1899,COW,4.8,6.7272727272727275,4.963636363636364
A_COW_P,1900,COW,12.0,6.427272727272726,5.881818181818182
A_COW_P,1901,COW,4.0,6.3090909090909095,6.009090909090909
A_COW_P,1902,COW,5.799999999999999,6.372727272727272,6.327272727272727
A_COW_P,1903,COW,4.7,6.063636363636363,6.518181818181817
A_COW_P,1904,COW,7.3999999999999995,6.072727272727272,6.7272727272727275
A_COW_P,1905,COW,4.8999999999999995,6.254545454545454,6.427272727272726
A_COW_P,1906,COW,7.3,5.59090909090909,6.3090909090909095
A_COW_P,1907,COW,6.6,6.081818181818182,6.372727272727272
A_COW_P,1908,COW,2.8999999999999995,6.736363636363635,6.063636363636363
A_COW_P,1909,COW,6.4,7.4363636363636365,6.072727272727272
A_COW_P,1910,COW,6.8,7.972727272727273,6.254545454545454
A_COW_P,1911,COW,4.7,8.89090909090909,5.59090909090909
A_COW_P,1912,COW,9.4,9.80909090909091,6.081818181818182
A_COW_P,1913,COW,13.0,11.245454545454546,6.736363636363635
A_COW_P,1914,COW,12.4,12.936363636363637,7.4363636363636365
A_COW_P,1915,COW,13.299999999999999,14.309090909090907,7.972727272727273
A_COW_P,1916,COW,15.0,14.600000000000001,8.89090909090909
A_COW_P,1917,COW,17.4,14.663636363636362,9.80909090909091
A_COW_P,1918,COW,22.4,14.08181818181818,11.245454545454546
A_COW_P,1919,COW,21.5,13.245454545454544,12.936363636363637
A_COW_P,1920,COW,21.5,12.554545454545456,14.309090909090907
A_COW_P,1921,COW,10.0,11.745454545454544,14.600000000000001
A_COW_P,1922,COW,5.4,10.618181818181817,14.663636363636362
A_COW_P,1923,COW,3.0,9.281818181818183,14.08181818181818
A_COW_P,1924,COW,3.8,7.745454545454546,13.245454545454544
A_COW_P,1925,COW,4.8,6.2,12.554545454545456
A_COW_P,1926,COW,4.4,4.7272727272727275,11.745454545454544
A_COW_P,1927,COW,2.6,4.5,10.618181818181817
A_COW_P,1928,COW,2.7,4.5181818181818185,9.281818181818183
A_COW_P,1929,COW,5.5,4.790909090909091,7.745454545454546
A_COW_P,1930,COW,4.5,4.845454545454545,6.2
A_COW_P,1931,COW,5.3,4.790909090909091,4.7272727272727275
A_COW_P,1932,COW,7.5,4.7727272727272725,4.5
A_COW_P,1933,COW,5.6,5.1000000000000005,4.5181818181818185
A_COW_P,1934,COW,6.0,6.354545454545455,4.790909090909091
A_COW_P,1935,COW,4.4,7.618181818181818,4.845454545454545
A_COW_P,1936,COW,4.2,9.336363636363636,4.790909090909091
A_COW_P,1937,COW,4.2,10.218181818181819,4.7727272727272725
A_COW_P,1938,COW,6.2,11.027272727272727,5.1000000000000005
A_COW_P,1939,COW,16.5,12.318181818181818,6.354545454545455
A_COW_P,1940,COW,19.4,13.663636363636364,7.618181818181818
A_COW_P,1941,COW,23.4,13.672727272727274,9.336363636363636
A_COW_P,1942,COW,15.0,13.963636363636363,10.218181818181819
A_COW_P,1943,COW,16.4,14.963636363636363,11.027272727272727
A_COW_P,1944,COW,19.8,15.145454545454545,12.318181818181818
A_COW_P,1945,COW,20.799999999999997,14.872727272727273,13.663636363636364
A_COW_P,1946,COW,4.5,14.799999999999999,13.672727272727274
A_COW_P,1947,COW,7.4,14.527272727272726,13.963636363636363
A_COW_P,1948,COW,15.2,15.045454545454545,14.963636363636363
A_COW_P,1949,COW,8.200000000000001,14.190909090909093,15.145454545454545
A_COW_P,1950,COW,13.5,12.97272727272727,14.872727272727273
A_COW_P,1951,COW,18.599999999999998,12.063636363636363,14.799999999999999
A_COW_P,1952,COW,20.400000000000002,12.20909090909091,14.527272727272726
A_COW_P,1953,COW,20.7,12.372727272727273,15.045454545454545
A_COW_P,1954,COW,6.999999999999999,11.345454545454546,14.190909090909093
A_COW_P,1955,COW,6.4,10.954545454545455,12.97272727272727
A_COW_P,1956,COW,10.8,10.145454545454545,12.063636363636363
A_COW_P,1957,COW,6.1,9.090909090909092,12.20909090909091
A_COW_P,1958,COW,9.200000000000001,7.590909090909091,12.372727272727273
A_COW_P,1959,COW,3.9000000000000004,6.127272727272728,11.345454545454546
A_COW_P,1960,COW,3.9000000000000004,6.581818181818182,10.954545454545455
A_COW_P,1961,COW,4.6,6.927272727272728,10.145454545454545
A_COW_P,1962,COW,7.0,7.4,9.090909090909092
A_COW_P,1963,COW,3.9000000000000004,8.281818181818183,7.590909090909091
A_COW_P,1964,COW,4.6,9.100000000000001,6.127272727272728
A_COW_P,1965,COW,12.0,10.872727272727273,6.581818181818182
A_COW_P,1966,COW,10.200000000000001,12.609090909090908,6.927272727272728
A_COW_P,1967,COW,16.0,13.663636363636364,7.4
A_COW_P,1968,COW,15.8,14.990909090909092,8.281818181818183
A_COW_P,1969,COW,18.200000000000003,15.509090909090908,9.100000000000001
A_COW_P,1970,COW,23.4,16.445454545454545,10.872727272727273
A_COW_P,1971,COW,22.999999999999996,16.472727272727273,12.609090909090908
A_COW_P,1972,COW,16.2,16.59090909090909,13.663636363636364
A_COW_P,1973,COW,21.599999999999998,16.581818181818182,14.990909090909092
A_COW_P,1974,COW,9.600000000000001,16.60909090909091,15.509090909090908
A_COW_P,1975,COW,14.9,15.881818181818183,16.445454545454545
A_COW_P,1976,COW,12.3,14.681818181818182,16.472727272727273
A_COW_P,1977,COW,11.5,13.990909090909092,16.59090909090909
A_COW_P,1978,COW,15.9,13.627272727272725,16.581818181818182
A_COW_P,1979,COW,16.1,12.709090909090907,16.60909090909091
A_COW_P,1980,COW,10.2,12.80909090909091,15.881818181818183
A_COW_P,1981,COW,10.2,12.681818181818182,14.681818181818182
A_COW_P,1982,COW,15.399999999999999,12.97272727272727,13.990909090909092
A_COW_P,1983,COW,12.2,12.97272727272727,13.627272727272725
A_COW_P,1984,COW,11.5,12.509090909090908,12.709090909090907
A_COW_P,1985,COW,10.7,11.990909090909092,12.80909090909091
A_COW_P,1986,COW,13.5,13.418181818181818,12.681818181818182
A_COW_P,1987,COW,15.5,13.881818181818181,12.97272727272727
A_COW_P,1988,COW,11.5,13.463636363636367,12.97272727272727
A_COW_P,1989,COW,10.8,13.336363636363636,12.509090909090908
A_COW_P,1990,COW,10.4,13.127272727272725,11.990909090909092
A_COW_P,1991,COW,25.9,12.736363636363636,13.418181818181818
A_COW_P,1992,COW,15.3,12.118181818181819,13.881818181818181
A_COW_P,1993,COW,10.8,11.50909090909091,13.463636363636367
A_COW_P,1994,COW,10.8,12.245454545454548,13.336363636363636
A_COW_P,1995,COW,9.2,12.090909090909092,13.127272727272725
A_COW_P,1996,COW,6.4,12.818181818181818,12.736363636363636
A_COW_P,1997,COW,6.7,11.481818181818182,12.118181818181819
A_COW_P,1998,COW,8.8,11.554545454545455,11.50909090909091
A_COW_P,1999,COW,19.6,11.981818181818182,12.245454545454548
A_COW_P,2000,COW,9.1,12.345454545454546,12.090909090909092
A_COW_P,2001,COW,18.4,12.69090909090909,12.818181818181818
A_COW_P,2002,COW,11.2,13.154545454545454,11.481818181818182
A_COW_P,2003,COW,16.1,13.8,11.554545454545455
A_COW_P,2004,COW,15.5,14.355555555555554,11.981818181818182
A_COW_P,2005,COW,14.8,13.7,12.345454545454546
A_COW_P,2006,COW,13.0,14.357142857142856,12.69090909090909
A_COW_P,2007,COW,11.5,13.683333333333332,13.154545454545454
C_SPLICED_P,1816,COW,2.0999999999999996,4.0,2.0999999999999996
C_SPLICED_P,1817,COW,4.199999999999999,4.142857142857143,3.1499999999999995
C_SPLICED_P,1818,COW,5.0,4.2125,3.766666666666666
C_SPLICED_P,1819,COW,2.3000000000000003,4.155555555555555,3.4
C_SPLICED_P,1820,COW,3.5,4.29,3.4199999999999995
C_SPLICED_P,1821,COW,6.9,4.572727272727272,4.0
C_SPLICED_P,1822,COW,5.0,4.79090909090909,4.142857142857143
C_SPLICED_P,1823,COW,4.7,4.963636363636364,4.2125
C_SPLICED_P,1824,COW,3.6999999999999993,4.963636363636364,4.155555555555555
C_SPLICED_P,1825,COW,5.5,5.136363636363637,4.29
C_SPLICED_P,1826,COW,7.3999999999999995,5.1090909090909085,4.572727272727272
C_SPLICED_P,1827,COW,4.5,4.8,4.79090909090909
C_SPLICED_P,1828,COW,6.1,4.554545454545455,4.963636363636364
C_SPLICED_P,1829,COW,5.0,4.445454545454545,4.963636363636364
C_SPLICED_P,1830,COW,4.2,4.427272727272728,5.136363636363637
C_SPLICED_P,1831,COW,3.2,4.281818181818182,5.1090909090909085
C_SPLICED_P,1832,COW,3.5000000000000004,4.0,4.8
C_SPLICED_P,1833,COW,2.3,4.0181818181818185,4.554545454545455
C_SPLICED_P,1834,COW,3.5,3.9818181818181824,4.445454545454545
C_SPLICED_P,1835,COW,3.5000000000000004,4.045454545454546,4.427272727272728
C_SPLICED_P,1836,COW,3.9000000000000004,4.318181818181818,4.281818181818182
C_SPLICED_P,1837,COW,4.300000000000001,4.4363636363636365,4.0
C_SPLICED_P,1838,COW,4.7,4.481818181818182,4.0181818181818185
C_SPLICED_P,1839,COW,5.7,4.572727272727272,3.9818181818181824
C_SPLICED_P,1840,COW,5.699999999999999,4.718181818181818,4.045454545454546
C_SPLICED_P,1841,COW,7.199999999999999,5.2272727272727275,4.318181818181818
C_SPLICED_P,1842,COW,4.5,5.554545454545455,4.4363636363636365
C_SPLICED_P,1843,COW,4.0,6.427272727272728,4.481818181818182
C_SPLICED_P,1844,COW,3.3,7.327272727272727,4.572727272727272
C_SPLICED_P,1845,COW,5.1,7.118181818181819,4.718181818181818
C_SPLICED_P,1846,COW,9.100000000000001,7.154545454545455,5.2272727272727275
C_SPLICED_P,1847,COW,7.5,7.1,5.554545454545455
C_SPLICED_P,1848,COW,13.9,7.054545454545454,6.427272727272728
C_SPLICED_P,1849,COW,14.6,7.445454545454546,7.327272727272727
C_SPLICED_P,1850,COW,3.4,8.018181818181818,7.118181818181819
C_SPLICED_P,1851,COW,6.1,8.936363636363637,7.154545454545455
C_SPLICED_P,1852,COW,6.6,8.863636363636363,7.1
C_SPLICED_P,1853,COW,4.0,8.763636363636364,7.054545454545454
C_SPLICED_P,1854,COW,8.3,8.590909090909092,7.445454545454546
C_SPLICED_P,1855,COW,9.6,8.6,8.018181818181818
C_SPLICED_P,1856,COW,15.2,8.97272727272727,8.936363636363637
C_SPLICED_P,1857,COW,8.3,9.172727272727274,8.863636363636363
C_SPLICED_P,1858,COW,6.4,9.690909090909091,8.763636363636364
C_SPLICED_P,1859,COW,12.0,10.845454545454546,8.590909090909092
C_SPLICED_P,1860,COW,14.7,11.418181818181818,8.6
C_SPLICED_P,1861,COW,7.5,12.8,8.97272727272727
C_SPLICED_P,1862,COW,8.3,12.263636363636364,9.172727272727274
C_SPLICED_P,1863,COW,12.3,12.272727272727273,9.690909090909091
C_SPLICED_P,1864,COW,16.7,12.345454545454544,10.845454545454546
C_SPLICED_P,1865,COW,14.600000000000001,12.5,11.418181818181818
C_SPLICED_P,1866,COW,24.799999999999997,11.9,12.8
C_SPLICED_P,1867,COW,9.3,11.700000000000001,12.263636363636364
C_SPLICED_P,1868,COW,8.4,11.381818181818181,12.272727272727273
C_SPLICED_P,1869,COW,7.200000000000001,10.663636363636364,12.345454545454544
C_SPLICED_P,1870,COW,13.700000000000001,9.47272727272727,12.5
C_SPLICED_P,1871,COW,8.1,8.863636363636363,11.9
C_SPLICED_P,1872,COW,5.3,7.154545454545455,11.700000000000001
C_SPLICED_P,1873,COW,4.8,7.00909090909091,11.381818181818181
C_SPLICED_P,1874,COW,4.4,6.845454545454545,10.663636363636364
C_SPLICED_P,1875,COW,3.5999999999999996,6.754545454545454,9.47272727272727
C_SPLICED_P,1876,COW,7.9,6.2,8.863636363636363
C_SPLICED_P,1877,COW,6.0,6.209090909090909,7.154545454545455
C_SPLICED_P,1878,COW,7.699999999999999,6.363636363636363,7.00909090909091
C_SPLICED_P,1879,COW,6.6,6.545454545454546,6.845454545454545
C_SPLICED_P,1880,COW,6.2,7.036363636363637,6.754545454545454
C_SPLICED_P,1881,COW,7.6,6.909090909090909,6.2
C_SPLICED_P,1882,COW,8.2,6.390909090909091,6.209090909090909
C_SPLICED_P,1883,COW,7.0,6.081818181818182,6.363636363636363
C_SPLICED_P,1884,COW,6.8,5.554545454545454,6.545454545454546
C_SPLICED_P,1885,COW,9.8,5.190909090909091,7.036363636363637
C_SPLICED_P,1886,COW,2.2,4.836363636363636,6.909090909090909
C_SPLICED_P,1887,COW,2.2,4.381818181818182,6.390909090909091
C_SPLICED_P,1888,COW,2.6,4.1000000000000005,6.081818181818182
C_SPLICED_P,1889,COW,1.9000000000000001,4.209090909090909,5.554545454545454
C_SPLICED_P,1890,COW,2.5999999999999996,4.372727272727273,5.190909090909091
C_SPLICED_P,1891,COW,2.3000000000000003,4.0181818181818185,4.836363636363636
C_SPLICED_P,1892,COW,2.5999999999999996,4.390909090909091,4.381818181818182
C_SPLICED_P,1893,COW,5.1,4.763636363636364,4.1000000000000005
C_SPLICED_P,1894,COW,8.2,4.963636363636364,4.209090909090909
C_SPLICED_P,1895,COW,8.6,5.881818181818182,4.372727272727273
C_SPLICED_P,1896,COW,5.9,6.009090909090909,4.0181818181818185
C_SPLICED_P,1897,COW,6.3,6.327272727272727,4.390909090909091
C_SPLICED_P,1898,COW,6.3,6.518181818181817,4.763636363636364
C_SPLICED_P,1899,COW,4.8,6.7272727272727275,4.963636363636364
C_SPLICED_P,1900,COW,12.0,6.427272727272726,5.881818181818182
C_SPLICED_P,1901,COW,4.0,6.3090909090909095,6.009090909090909
C_SPLICED_P,1902,COW,5.799999999999999,6.372727272727272,6.327272727272727
C_SPLICED_P,1903,COW,4.7,6.063636363636363,6.518181818181817
C_SPLICED_P,1904,COW,7.3999999999999995,6.072727272727272,6.7272727272727275
C_SPLICED_P,1905,COW,4.8999999999999995,6.254545454545454,6.427272727272726
C_SPLICED_P,1906,COW,7.3,5.59090909090909,6.3090909090909095
C_SPLICED_P,1907,COW,6.6,6.081818181818182,6.372727272727272
C_SPLICED_P,1908,COW,2.8999999999999995,6.736363636363635,6.063636363636363
C_SPLICED_P,1909,COW,6.4,7.4363636363636365,6.072727272727272
C_SPLICED_P,1910,COW,6.8,7.972727272727273,6.254545454545454
C_SPLICED_P,1911,COW,4.7,8.89090909090909,5.59090909090909
C_SPLICED_P,1912,COW,9.4,9.80909090909091,6.081818181818182
C_SPLICED_P,1913,COW,13.0,11.245454545454546,6.736363636363635
C_SPLICED_P,1914,COW,12.4,12.936363636363637,7.4363636363636365
C_SPLICED_P,1915,COW,13.299999999999999,14.309090909090907,7.972727272727273
C_SPLICED_P,1916,COW,15.0,14.600000000000001,8.89090909090909
C_SPLICED_P,1917,COW,17.4,14.663636363636362,9.80909090909091
C_SPLICED_P,1918,COW,22.4,14.08181818181818,11.245454545454546
C_SPLICED_P,1919,COW,21.5,13.245454545454544,12.936363636363637
C_SPLICED_P,1920,COW,21.5,12.554545454545456,14.309090909090907
C_SPLICED_P,1921,COW,10.0,11.745454545454544,14.600000000000001
C_SPLICED_P,1922,COW,5.4,10.618181818181817,14.663636363636362
C_SPLICED_P,1923,COW,3.0,9.281818181818183,14.08181818181818
C_SPLICED_P,1924,COW,3.8,7.745454545454546,13.245454545454544
C_SPLICED_P,1925,COW,4.8,6.2,12.554545454545456
C_SPLICED_P,1926,COW,4.4,4.7272727272727275,11.745454545454544
C_SPLICED_P,1927,COW,2.6,4.5,10.618181818181817
C_SPLICED_P,1928,COW,2.7,4.5181818181818185,9.281818181818183
C_SPLICED_P,1929,COW,5.5,4.790909090909091,7.745454545454546
C_SPLICED_P,1930,COW,4.5,4.845454545454545,6.2
C_SPLICED_P,1931,COW,5.3,4.790909090909091,4.7272727272727275
C_SPLICED_P,1932,COW,7.5,4.7727272727272725,4.5
C_SPLICED_P,1933,COW,5.6,5.1000000000000005,4.5181818181818185
C_SPLICED_P,1934,COW,6.0,6.354545454545455,4.790909090909091
C_SPLICED_P,1935,COW,4.4,7.618181818181818,4.845454545454545
C_SPLICED_P,1936,COW,4.2,9.336363636363636,4.790909090909091
C_SPLICED_P,1937,COW,4.2,10.218181818181819,4.7727272727272725
C_SPLICED_P,1938,COW,6.2,11.027272727272727,5.1000000000000005
C_SPLICED_P,1939,COW,16.5,12.318181818181818,6.354545454545455
C_SPLICED_P,1940,COW,19.4,13.663636363636364,7.618181818181818
C_SPLICED_P,1941,COW,23.4,13.672727272727274,9.336363636363636
C_SPLICED_P,1942,COW,15.0,13.963636363636363,10.218181818181819
C_SPLICED_P,1943,COW,16.4,14.963636363636363,11.027272727272727
C_SPLICED_P,1944,COW,19.8,15.145454545454545,12.318181818181818
C_SPLICED_P,1945,COW,20.799999999999997,14.872727272727273,13.663636363636364
C_SPLICED_P,1946,COW,4.5,14.799999999999999,13.672727272727274
C_SPLICED_P,1947,COW,7.4,14.527272727272726,13.963636363636363
C_SPLICED_P,1948,COW,15.2,15.045454545454545,14.963636363636363
C_SPLICED_P,1949,COW,8.200000000000001,14.190909090909093,15.145454545454545
C_SPLICED_P,1950,COW,13.5,12.97272727272727,14.872727272727273
C_SPLICED_P,1951,COW,18.599999999999998,12.063636363636363,14.799999999999999
C_SPLICED_P,1952,COW,20.400000000000002,12.20909090909091,14.527272727272726
C_SPLICED_P,1953,COW,20.7,12.372727272727273,15.045454545454545
C_SPLICED_P,1954,COW,6.999999999999999,11.345454545454546,14.190909090909093
C_SPLICED_P,1955,COW,6.4,10.954545454545455,12.97272727272727
C_SPLICED_P,1956,COW,10.8,10.145454545454545,12.063636363636363
C_SPLICED_P,1957,COW,6.1,9.090909090909092,12.20909090909091
C_SPLICED_P,1958,COW,9.200000000000001,7.590909090909091,12.372727272727273
C_SPLICED_P,1959,COW,3.9000000000000004,6.127272727272728,11.345454545454546
C_SPLICED_P,1960,COW,3.9000000000000004,6.581818181818182,10.954545454545455
C_SPLICED_P,1961,COW,4.6,6.927272727272728,10.145454545454545
C_SPLICED_P,1962,COW,7.0,7.4,9.090909090909092
C_SPLICED_P,1963,COW,3.9000000000000004,8.281818181818183,7.590909090909091
C_SPLICED_P,1964,COW,4.6,9.100000000000001,6.127272727272728
C_SPLICED_P,1965,COW,12.0,10.872727272727273,6.581818181818182
C_SPLICED_P,1966,COW,10.200000000000001,12.609090909090908,6.927272727272728
C_SPLICED_P,1967,COW,16.0,13.663636363636364,7.4
C_SPLICED_P,1968,COW,15.8,14.990909090909092,8.281818181818183
C_SPLICED_P,1969,COW,18.200000000000003,15.509090909090908,9.100000000000001
C_SPLICED_P,1970,COW,23.4,16.445454545454545,10.872727272727273
C_SPLICED_P,1971,COW,22.999999999999996,16.472727272727273,12.609090909090908
C_SPLICED_P,1972,COW,16.2,16.59090909090909,13.663636363636364
C_SPLICED_P,1973,COW,21.599999999999998,16.581818181818182,14.990909090909092
C_SPLICED_P,1974,COW,9.600000000000001,16.60909090909091,15.509090909090908
C_SPLICED_P,1975,COW,14.9,15.881818181818183,16.445454545454545
C_SPLICED_P,1976,COW,12.3,14.681818181818182,16.472727272727273
C_SPLICED_P,1977,COW,11.5,13.990909090909092,16.59090909090909
C_SPLICED_P,1978,COW,15.9,13.627272727272725,16.581818181818182
C_SPLICED_P,1979,COW,16.1,12.709090909090907,16.60909090909091
C_SPLICED_P,1980,COW,10.2,12.80909090909091,15.881818181818183
C_SPLICED_P,1981,COW,10.2,12.681818181818182,14.681818181818182
C_SPLICED_P,1982,COW,15.399999999999999,12.97272727272727,13.990909090909092
C_SPLICED_P,1983,COW,12.2,12.97272727272727,13.627272727272725
C_SPLICED_P,1984,COW,11.5,12.509090909090908,12.709090909090907
C_SPLICED_P,1985,COW,10.7,11.990909090909092,12.80909090909091
C_SPLICED_P,1986,COW,13.5,13.418181818181818,12.681818181818182
C_SPLICED_P,1987,COW,15.5,13.881818181818181,12.97272727272727
C_SPLICED_P,1988,COW,11.5,13.463636363636367,12.97272727272727
C_SPLICED_P,1989,COW,10.8,13.336363636363636,12.509090909090908
C_SPLICED_P,1990,COW,10.4,13.127272727272725,11.990909090909092
C_SPLICED_P,1991,COW,25.9,12.736363636363636,13.418181818181818
C_SPLICED_P,1992,COW,15.3,12.118181818181819,13.881818181818181
C_SPLICED_P,1993,COW,10.8,11.50909090909091,13.463636363636367
C_SPLICED_P,1994,COW,10.8,12.245454545454548,13.336363636363636
C_SPLICED_P,1995,COW,9.2,12.090909090909092,13.127272727272725
C_SPLICED_P,1996,COW,6.4,12.818181818181818,12.736363636363636
C_SPLICED_P,1997,COW,6.7,11.481818181818182,12.118181818181819
C_SPLICED_P,1998,COW,8.8,11.554545454545455,11.50909090909091
C_SPLICED_P,1999,COW,19.6,11.981818181818182,12.245454545454548
C_SPLICED_P,2000,COW,9.1,12.345454545454546,12.090909090909092
C_SPLICED_P,2001,COW,18.4,12.69090909090909,12.818181818181818
C_SPLICED_P,2002,COW,11.2,13.154545454545454,11.481818181818182
C_SPLICED_P,2003,COW,16.1,13.700766162056484,11.554545454545455
C_SPLICED_P,2004,COW,15.5,13.991535230244908,11.981818181818182
C_SPLICED_P,2005,COW,14.8,13.164946764946764,12.345454545454546
C_SPLICED_P,2006,COW,13.0,13.505894163958681,12.69090909090909
C_SPLICED_P,2007,COW,11.5,12.898118940054424,13.154545454545454
C_SPLICED_P,2008,UCDP_scaled,12.708427782621332,13.119154051412119,13.700766162056484
C_SPLICED_P,2009,UCDP_scaled,11.998459750072653,13.191630340017438,13.991535230244908
C_SPLICED_P,2010,UCDP_scaled,10.507526881720432,13.622002060711738,13.164946764946764
C_SPLICED_P,2011,UCDP_scaled,12.85042138913107,14.09664738051835,13.505894163958681
C_SPLICED_P,2012,UCDP_scaled,11.714472537053183,14.767200338168083,12.898118940054424
C_SPLICED_P,2013,UCDP_scaled,13.631386224934614,15.509574383767934,13.119154051412119
C_SPLICED_P,2014,UCDP_scaled,16.897239174658534,16.40671580671581,13.191630340017438
C_SPLICED_P,2015,UCDP_scaled,20.234088927637316,17.426488071649363,13.622002060711738
C_SPLICED_P,2016,UCDP_scaled,20.021098517872712,18.44626033658292,14.09664738051835
C_SPLICED_P,2017,UCDP_scaled,20.376082534147052,19.265950701434573,14.767200338168083
C_SPLICED_P,2018,UCDP_scaled,19.666114501598376,20.20827190827191,15.509574383767934
C_SPLICED_P,2019,UCDP_scaled,22.576983435047953,21.06668780217168,16.40671580671581
C_SPLICED_P,2020,UCDP_scaled,23.215954664341766,21.48363266492299,17.426488071649363
C_SPLICED_P,2021,UCDP_scaled,21.725021795989537,21.62247085795473,18.44626033658292
C_SPLICED_P,2022,UCDP_scaled,21.867015402499277,21.822642400464986,19.265950701434573
C_SPLICED_P,2023,UCDP_scaled,22.08000581226388,22.029293809938974,20.20827190827191
C_SPLICED_P,2024,UCDP_scaled,23.07396105783203,22.423157027995742,21.06668780217168
B_UCDP,1946,UCDP,6.6,6.3,6.6
B_UCDP,1947,UCDP,3.6,6.085714285714286,5.1
B_UCDP,1948,UCDP,7.800000000000001,5.85,6.0
B_UCDP,1949,UCDP,8.2,5.666666666666667,6.55
B_UCDP,1950,UCDP,6.4,5.38,6.5200000000000005
B_UCDP,1951,UCDP,5.2,5.3999999999999995,6.3
B_UCDP,1952,UCDP,4.8,5.281818181818182,6.085714285714286
B_UCDP,1953,UCDP,4.2,5.509090909090909,5.85
B_UCDP,1954,UCDP,4.2,5.3,5.666666666666667
B_UCDP,1955,UCDP,2.8000000000000003,5.145454545454545,5.38
B_UCDP,1956,UCDP,5.6000000000000005,5.363636363636363,5.3999999999999995
B_UCDP,1957,UCDP,5.3,5.672727272727273,5.281818181818182
B_UCDP,1958,UCDP,6.1000000000000005,6.081818181818182,5.509090909090909
B_UCDP,1959,UCDP,5.5,6.736363636363637,5.3
B_UCDP,1960,UCDP,6.5,7.4363636363636365,5.145454545454545
B_UCDP,1961,UCDP,8.8,8.245454545454546,5.363636363636363
B_UCDP,1962,UCDP,8.6,9.118181818181817,5.672727272727273
B_UCDP,1963,UCDP,9.3,9.581818181818182,6.081818181818182
B_UCDP,1964,UCDP,11.4,10.354545454545455,6.736363636363637
B_UCDP,1965,UCDP,11.9,10.936363636363637,7.4363636363636365
B_UCDP,1966,UCDP,11.700000000000001,11.50909090909091,8.245454545454546
B_UCDP,1967,UCDP,15.200000000000001,11.763636363636364,9.118181818181817
B_UCDP,1968,UCDP,10.4,12.063636363636363,9.581818181818182
B_UCDP,1969,UCDP,14.6,12.436363636363637,10.354545454545455
B_UCDP,1970,UCDP,11.9,12.70909090909091,10.936363636363637
B_UCDP,1971,UCDP,12.8,12.9,11.50909090909091
B_UCDP,1972,UCDP,11.6,13.418181818181818,11.763636363636364
B_UCDP,1973,UCDP,11.9,13.772727272727273,12.063636363636363
B_UCDP,1974,UCDP,13.4,14.590909090909092,12.436363636363637
B_UCDP,1975,UCDP,14.4,15.136363636363637,12.70909090909091
B_UCDP,1976,UCDP,14.0,15.881818181818183,12.9
B_UCDP,1977,UCDP,17.400000000000002,16.563636363636366,13.418181818181818
B_UCDP,1978,UCDP,19.1,17.454545454545453,13.772727272727273
B_UCDP,1979,UCDP,19.400000000000002,18.200000000000003,14.590909090909092
B_UCDP,1980,UCDP,20.6,18.581818181818186,15.136363636363637
B_UCDP,1981,UCDP,20.1,19.172727272727276,15.881818181818183
B_UCDP,1982,UCDP,20.3,20.01818181818182,16.563636363636366
B_UCDP,1983,UCDP,21.400000000000002,20.12727272727273,17.454545454545453
