hypothesis,trace_stat,trace_cv95,eig_stat,eig_cv95,reject_H0
r=0,20.533489309971948,15.4943,15.839904976346572,14.2639,True
r<=1,4.693584333625375,3.8415,4.693584333625375,3.8415,True
